"Year","Country.or.territory.of.asylum.or.residence","Country.or.territory.of.origin","Refugees","Refugees.assisted.by.UNHCR","Total.refugees.and.people.in.refugee.like.situations","Total.refugees.and.people.in.refugee.like.situations.assisted.by.UNHCR"
"2009","COS","GFR",1,1,1,1
"2009","COS","GHA",2,2,2,2
"2009","COS","GUA",24,24,24,24
"2009","COS","HAI",38,38,38,38
"2009","COS","HON",8,8,8,8
"2009","COS","IND",7,7,7,7
"2009","COS","IRQ",2,2,2,2
"2009","COS","IRN",5,5,5,5
"2009","COS","ISR",16,16,16,16
"2009","COS","LBR",4,4,4,4
"2009","COS","MEX",7,7,7,7
"2009","COS","NIC",620,620,620,620
"2009","COS","NIG",8,8,8,8
"2009","COS","PAN",18,18,18,18
"2009","COS","PER",230,230,230,230
"2009","COS","MDA",2,2,2,2
"2009","COS","ROM",4,4,4,4
"2009","COS","RUS",21,21,21,21
"2009","COS","SLE",2,2,2,2
"2009","COS","SOM",9,9,9,9
"2009","COS","LKA",1,1,1,1
"2009","COS","SUD",1,1,1,1
"2009","COS","UGA",2,2,2,2
"2009","COS","UKR",18,18,18,18
"2009","COS","USA",2,2,2,2
"2009","COS","UZB",7,7,7,7
"2009","COS","VAR",0,0,6818,NA
"2009","COS","VEN",194,194,194,194
"2009","ICO","AFG",17,17,17,17
"2009","ICO","BEN",1,1,1,1
"2009","ICO","BKF",5,5,5,5
"2009","ICO","BDI",33,33,33,33
"2009","ICO","CAM",23,23,23,23
"2009","ICO","CAR",15,15,15,15
"2009","ICO","CHD",16,16,16,16
"2009","ICO","COB",149,149,149,149
"2009","ICO","COD",137,137,137,137
"2009","ICO","ERT",2,2,2,2
"2009","ICO","ETH",1,1,1,1
"2009","ICO","GHA",4,4,4,4
"2009","ICO","GUI",3,3,3,3
"2009","ICO","IRN",6,6,6,6
"2009","ICO","LEB",1,1,1,1
"2009","ICO","LBR",24033,24033,24033,NA
"2009","ICO","MAU",1,1,1,1
"2009","ICO","NGR",2,2,2,2
"2009","ICO","NIG",8,8,8,8
"2009","ICO","PAK",1,1,1,1
"2009","ICO","RWA",73,73,73,73
"2009","ICO","SEN",0,0,0,0
"2009","ICO","SLE",40,40,40,40
"2009","ICO","LKA",1,1,1,1
"2009","ICO","TOG",28,28,28,28
"2009","ICO","UGA",1,1,1,1
"2009","ICO","SRV",3,3,3,3
"2009","HRV","AFG",3,3,3,3
"2009","HRV","ARM",1,1,1,1
"2009","HRV","BSN",870,870,956,956
"2009","HRV","PAK",0,0,0,0
"2009","HRV","RUS",5,5,5,5
"2009","HRV","SRB",264,264,267,267
"2009","HRV","SOM",0,0,0,0
"2009","HRV","SUD",1,1,1,1
"2009","HRV","TUR",1,1,1,1
"2009","HRV","UKR",1,1,1,1
"2009","HRV","UZB",3,3,3,3
"2009","CUB","COL",3,3,3,3
"2009","CUB","ERT",2,2,2,2
"2009","CUB","ETH",1,1,1,1
"2009","CUB","HAI",1,0,1,0
"2009","CUB","IRQ",1,1,1,1
"2009","CUB","IRN",1,1,1,1
"2009","CUB","KAZ",1,1,1,1
"2009","CUB","LBR",0,0,0,0
"2009","CUB","GAZ",1,1,1,1
"2009","CUB","SOM",1,1,1,1
"2009","CUB","SUD",2,2,2,2
"2009","CUB","WSH",440,394,440,394
"2009","CYP","AFG",7,NA,7,0
"2009","CYP","ALG",4,NA,4,0
"2009","CYP","ARM",23,NA,23,0
"2009","CYP","BGD",1,NA,1,0
"2009","CYP","BSN",15,NA,15,0
"2009","CYP","BKF",1,NA,1,0
"2009","CYP","CMR",6,NA,6,0
"2009","CYP","CHI",2,NA,2,0
"2009","CYP","HRV",1,NA,1,0
"2009","CYP","CUB",1,NA,1,0
"2009","CYP","COD",8,NA,8,0
"2009","CYP","ARE",26,NA,26,0
"2009","CYP","ETH",4,NA,4,0
"2009","CYP","GEO",81,NA,81,0
"2009","CYP","GHA",1,NA,1,0
"2009","CYP","IND",3,NA,3,0
"2009","CYP","INS",1,NA,1,0
"2009","CYP","IRQ",537,NA,537,0
"2009","CYP","IRN",401,NA,401,0
"2009","CYP","JOR",9,NA,9,0
"2009","CYP","KGZ",3,NA,3,0
"2009","CYP","LEB",20,NA,20,0
"2009","CYP","LBY",1,NA,1,0
"2009","CYP","NIG",3,NA,3,0
"2009","CYP","PAK",15,NA,15,0
"2009","CYP","GAZ",1306,NA,1306,0
"2009","CYP","PHI",4,NA,4,0
"2009","CYP","MDA",13,NA,13,0
"2009","CYP","RUS",56,NA,56,0
"2009","CYP","SRB",47,NA,47,0
"2009","CYP","SLE",15,NA,15,0
"2009","CYP","SOM",5,NA,5,0
"2009","CYP","LKA",11,NA,11,0
"2009","CYP","STA",1,NA,1,0
"2009","CYP","SUD",3,NA,3,0
"2009","CYP","SYR",95,NA,95,0
"2009","CYP","TJK",1,NA,1,0
"2009","CYP","MCD",2,NA,2,0
"2009","CYP","TUR",119,NA,119,0
"2009","CYP","UKR",28,NA,28,0
"2009","CYP","UZB",4,NA,4,0
"2009","CYP","SRV",1,NA,1,0
"2009","CYP","YEM",3,NA,3,0
"2009","CZE","AFG",222,0,222,0
"2009","CZE","ALB",12,0,12,0
"2009","CZE","ALG",1,0,1,0
"2009","CZE","ANG",23,0,23,0
"2009","CZE","ARM",83,0,83,0
"2009","CZE","AZE",24,0,24,0
"2009","CZE","BGD",1,0,1,0
"2009","CZE","BLR",275,0,275,0
"2009","CZE","BSN",11,0,11,0
"2009","CZE","BUL",25,0,25,0
"2009","CZE","BDI",1,0,1,0
"2009","CZE","CAM",2,0,2,0
"2009","CZE","CMR",6,0,6,0
"2009","CZE","CHD",1,0,1,0
"2009","CZE","CHI",9,0,9,0
"2009","CZE","COB",3,0,3,0
"2009","CZE","ICO",2,0,2,0
"2009","CZE","HRV",3,0,3,0
"2009","CZE","CUB",75,0,75,0
"2009","CZE","COD",37,0,37,0
"2009","CZE","DJB",2,0,2,0
"2009","CZE","ERT",2,0,2,0
"2009","CZE","ETH",13,0,13,0
"2009","CZE","GAM",2,0,2,0
"2009","CZE","GEO",28,0,28,0
"2009","CZE","GHA",11,0,11,0
"2009","CZE","GUI",6,0,6,0
"2009","CZE","IND",2,0,2,0
"2009","CZE","IRQ",166,0,166,0
"2009","CZE","IRN",32,0,32,0
"2009","CZE","ISR",2,0,2,0
"2009","CZE","JOR",1,0,1,0
"2009","CZE","KAZ",95,0,95,0
"2009","CZE","KGZ",30,0,30,0
"2009","CZE","LBR",4,0,4,0
"2009","CZE","LBY",2,0,2,0
"2009","CZE","MNG",2,0,2,0
"2009","CZE","MOR",1,0,1,0
"2009","CZE","MYA",57,0,57,0
"2009","CZE","NEP",0,0,0,0
"2009","CZE","NIG",21,0,21,0
"2009","CZE","PAK",20,0,20,0
"2009","CZE","GAZ",NA,0,0,0
"2009","CZE","MDA",17,0,17,0
"2009","CZE","ROM",122,0,122,0
"2009","CZE","RUS",418,0,418,0
"2009","CZE","RWA",1,0,1,0
"2009","CZE","SEN",1,0,1,0
"2009","CZE","SRB",57,0,57,0
"2009","CZE","SLE",2,0,2,0
"2009","CZE","SOM",27,0,27,0
"2009","CZE","RSA",3,0,3,0
"2009","CZE","LKA",14,0,14,0
"2009","CZE","STA",69,0,69,0
"2009","CZE","SUD",20,0,20,0
"2009","CZE","SYR",15,0,15,0
"2009","CZE","TJK",1,0,1,0
"2009","CZE","MCD",NA,0,0,0
"2009","CZE","TOG",1,0,1,0
"2009","CZE","TUN",1,0,1,0
"2009","CZE","TUR",19,0,19,0
"2009","CZE","TKM",7,0,7,0
"2009","CZE","UKR",87,0,87,0
"2009","CZE","UZB",48,0,48,0
"2009","CZE","VAR",15,0,15,0
"2009","CZE","SRV",63,0,63,0
"2009","COD","ANG",84374,1757,84374,NA
"2009","COD","BDI",17585,766,17585,766
"2009","COD","CAR",36,36,36,36
"2009","COD","CHD",NA,NA,0,0
"2009","COD","COB",706,141,706,141
"2009","COD","RWA",80525,196,80525,196
"2009","COD","SUD",2509,48,2509,48
"2009","COD","UGA",16,16,16,16
"2009","COD","VAR",58,58,58,58
"2009","DEN","AFG",5026,0,5026,0
"2009","DEN","ALB",55,0,55,0
"2009","DEN","ALG",15,0,15,0
"2009","DEN","ANG",16,0,16,0
"2009","DEN","ARM",91,0,91,0
"2009","DEN","AZE",128,0,128,0
"2009","DEN","BAH",1,0,1,0
"2009","DEN","BGD",5,0,5,0
"2009","DEN","BLR",30,0,30,0
"2009","DEN","BEN",0,0,0,0
"2009","DEN","BHU",5,0,5,0
"2009","DEN","BSN",1084,0,1084,0
"2009","DEN","BUL",0,0,0,0
"2009","DEN","BDI",145,0,145,0
"2009","DEN","CAM",6,0,6,0
"2009","DEN","CMR",12,0,12,0
"2009","DEN","CHD",1,0,1,0
"2009","DEN","CHL",0,0,0,0
"2009","DEN","CHI",71,0,71,0
"2009","DEN","COL",8,0,8,0
"2009","DEN","COB",4,0,4,0
"2009","DEN","ICO",2,0,2,0
"2009","DEN","HRV",7,0,7,0
"2009","DEN","CUB",1,0,1,0
"2009","DEN","KRN",9,0,9,0
"2009","DEN","COD",89,0,89,0
"2009","DEN","ARE",4,0,4,0
"2009","DEN","ERT",21,0,21,0
"2009","DEN","EST",0,0,0,0
"2009","DEN","ETH",34,0,34,0
"2009","DEN","GAM",0,0,0,0
"2009","DEN","GEO",37,0,37,0
"2009","DEN","GHA",1,0,1,0
"2009","DEN","GUA",1,0,1,0
"2009","DEN","GUI",6,0,6,0
"2009","DEN","IND",52,0,52,0
"2009","DEN","INS",1,0,1,0
"2009","DEN","IRQ",5467,0,5467,0
"2009","DEN","IRN",864,0,864,0
"2009","DEN","JOR",22,0,22,0
"2009","DEN","KAZ",7,0,7,0
"2009","DEN","KEN",6,0,6,0
"2009","DEN","KUW",0,0,0,0
"2009","DEN","LEB",80,0,80,0
"2009","DEN","LES",0,0,0,0
"2009","DEN","LBR",1,0,1,0
"2009","DEN","LBY",26,0,26,0
"2009","DEN","MAU",1,0,1,0
"2009","DEN","MNG",5,0,5,0
"2009","DEN","MOR",1,0,1,0
"2009","DEN","MYA",53,0,53,0
"2009","DEN","NEP",4,0,4,0
"2009","DEN","NIG",14,0,14,0
"2009","DEN","NOR",0,0,0,0
"2009","DEN","PAK",47,0,47,0
"2009","DEN","GAZ",485,0,485,0
"2009","DEN","PER",1,0,1,0
"2009","DEN","PHI",1,0,1,0
"2009","DEN","POL",2,0,2,0
"2009","DEN","MDA",17,0,17,0
"2009","DEN","ROM",5,0,5,0
"2009","DEN","RUS",651,0,651,0
"2009","DEN","RWA",101,0,101,0
"2009","DEN","SRB",2466,0,2466,0
"2009","DEN","SLE",7,0,7,0
"2009","DEN","SVK",1,0,1,0
"2009","DEN","SOM",1987,0,1987,0
"2009","DEN","RSA",0,0,0,0
"2009","DEN","LKA",175,0,175,0
"2009","DEN","STA",146,0,146,0
"2009","DEN","SUD",103,0,103,0
"2009","DEN","SYR",392,0,392,0
"2009","DEN","TJK",0,0,0,0
"2009","DEN","MCD",18,0,18,0
"2009","DEN","THA",1,0,1,0
"2009","DEN","TOG",0,0,0,0
"2009","DEN","TUN",9,0,9,0
"2009","DEN","TUR",45,0,45,0
"2009","DEN","UGA",12,0,12,0
"2009","DEN","UKR",35,0,35,0
"2009","DEN","USA",1,0,1,0
"2009","DEN","URU",1,0,1,0
"2009","DEN","UZB",14,0,14,0
"2009","DEN","VAR",34,0,34,0
"2009","DEN","SRV",69,0,69,0
"2009","DEN","YEM",4,0,4,0
"2009","DEN","ZIM",6,0,6,0
"2009","DJB","ERT",293,59,293,59
"2009","DJB","ETH",615,536,615,536
"2009","DJB","IRQ",1,NA,1,0
"2009","DJB","SOM",11198,10694,11198,NA
"2009","DJB","SUD",2,NA,2,0
"2009","DJB","YEM",2,NA,2,0
"2009","ECU","AFG",105,105,105,105
"2009","ECU","ALB",6,6,6,6
"2009","ECU","ANG",2,2,2,2
"2009","ECU","ARG",3,3,3,3
"2009","ECU","ARM",4,4,4,4
"2009","ECU","AZE",2,2,2,2
"2009","ECU","BGD",2,2,2,2
"2009","ECU","BSN",1,1,1,1
"2009","ECU","BDI",2,2,2,2
"2009","ECU","CMR",1,1,1,1
"2009","ECU","CHL",5,5,5,5
"2009","ECU","CHI",12,12,12,12
"2009","ECU","COL",44380,33445,115745,NA
"2009","ECU","COB",3,3,3,3
"2009","ECU","ICO",1,1,1,1
"2009","ECU","CUB",258,258,258,258
"2009","ECU","DOM",2,2,2,2
"2009","ECU","ARE",1,1,1,1
"2009","ECU","SAL",5,5,5,5
"2009","ECU","ERT",4,4,4,4
"2009","ECU","ETH",3,3,3,3
"2009","ECU","GFR",1,1,1,1
"2009","ECU","GHA",2,2,2,2
"2009","ECU","GUI",6,6,6,6
"2009","ECU","HAI",18,18,18,18
"2009","ECU","HON",3,3,3,3
"2009","ECU","IND",2,2,2,2
"2009","ECU","IRQ",35,35,35,35
"2009","ECU","IRN",24,24,24,24
"2009","ECU","KUW",1,1,1,1
"2009","ECU","KGZ",2,2,2,2
"2009","ECU","LEB",5,5,5,5
"2009","ECU","LBR",6,6,6,6
"2009","ECU","LTU",1,1,1,1
"2009","ECU","MLI",2,2,2,2
"2009","ECU","MOR",4,4,4,4
"2009","ECU","NEP",4,4,4,4
"2009","ECU","NIC",1,1,1,1
"2009","ECU","NGR",1,1,1,1
"2009","ECU","NIG",11,11,11,11
"2009","ECU","PAK",27,27,27,27
"2009","ECU","GAZ",9,9,9,9
"2009","ECU","PAN",2,2,2,2
"2009","ECU","PAR",1,1,1,1
"2009","ECU","PER",90,90,90,90
"2009","ECU","POL",1,1,1,1
"2009","ECU","RUS",23,23,23,23
"2009","ECU","SAU",3,3,3,3
"2009","ECU","SEN",1,1,1,1
"2009","ECU","SRB",14,14,14,14
"2009","ECU","SLE",1,1,1,1
"2009","ECU","SOM",7,7,7,7
"2009","ECU","SPA",1,1,1,1
"2009","ECU","LKA",11,11,11,11
"2009","ECU","SUD",5,5,5,5
"2009","ECU","SWA",1,1,1,1
"2009","ECU","SYR",10,10,10,10
"2009","ECU","TOG",2,2,2,2
"2009","ECU","TUR",2,2,2,2
"2009","ECU","TKM",2,2,2,2
"2009","ECU","UKR",1,1,1,1
"2009","ECU","USA",3,3,3,3
"2009","ECU","URU",1,1,1,1
"2009","ECU","UZB",4,4,4,4
"2009","ECU","VAR",19,19,19,19
"2009","ECU","VEN",6,6,6,6
"2009","ECU","SRV",4,4,4,4
"2009","ECU","WSH",5,5,5,5
"2009","ECU","ZIM",5,5,5,5
"2009","ARE","AFG",0,0,0,0
"2009","ARE","ALG",4,4,4,4
"2009","ARE","ANG",1,1,1,1
"2009","ARE","BDI",41,41,41,41
"2009","ARE","CMR",1,1,1,1
"2009","ARE","CAR",1,1,1,1
"2009","ARE","CHD",16,16,16,16
"2009","ARE","CHI",1,1,1,1
"2009","ARE","COB",1,1,1,1
"2009","ARE","ICO",140,140,140,140
"2009","ARE","COD",29,29,29,29
"2009","ARE","DJB",5,5,5,5
"2009","ARE","ERT",859,859,859,859
"2009","ARE","ETH",492,492,492,492
"2009","ARE","GUI",1,1,1,1
"2009","ARE","IND",1,1,1,1
"2009","ARE","IRQ",6572,6572,6572,NA
"2009","ARE","IRN",1,1,1,1
"2009","ARE","KEN",1,1,1,1
"2009","ARE","KUW",0,0,0,0
"2009","ARE","LBR",6,6,6,6
"2009","ARE","LBY",3,3,3,3
"2009","ARE","MYA",2,2,2,2
"2009","ARE","NIG",1,1,1,1
"2009","ARE","GAZ",70024,24,70024,24
"2009","ARE","RUS",12,12,12,12
"2009","ARE","RWA",18,18,18,18
"2009","ARE","SAU",1,1,1,1
"2009","ARE","SRB",8,8,8,8
"2009","ARE","SLE",9,9,9,9
"2009","ARE","SOM",6096,6096,6096,NA
"2009","ARE","LKA",1,1,1,1
"2009","ARE","SUD",9818,9818,9818,NA
"2009","ARE","SYR",9,9,9,9
"2009","ARE","TOG",1,1,1,1
"2009","ARE","TUN",5,5,5,5
"2009","ARE","UGA",12,12,12,12
"2009","ARE","UZB",2,2,2,2
"2009","ARE","YEM",205,205,205,205
"2009","ARE","ZIM",6,6,6,6
"2009","SAL","COL",3,0,3,0
"2009","SAL","NIC",27,27,27,27
"2009","ERT","ETH",73,38,73,38
"2009","ERT","SOM",4561,4561,4561,NA
"2009","ERT","SUD",117,117,117,117
"2009","EST","AFG",6,0,6,0
"2009","EST","ALG",2,0,2,0
"2009","EST","BLR",2,0,2,0
"2009","EST","IRQ",1,0,1,0
"2009","EST","RUS",4,0,4,0
"2009","EST","SOM",1,0,1,0
"2009","EST","LKA",4,0,4,0
"2009","EST","TUR",1,0,1,0
"2009","EST","TKM",2,0,2,0
"2009","EST","UGA",1,0,1,0
"2009","ETH","AFG",1,1,1,1
"2009","ETH","BDI",78,78,78,78
"2009","ETH","CZE",2,2,2,2
"2009","ETH","COD",295,295,295,295
"2009","ETH","DJB",64,64,64,64
"2009","ETH","ERT",36164,36164,36164,NA
"2009","ETH","GUI",0,0,0,0
"2009","ETH","KEN",2732,2732,2732,NA
"2009","ETH","NIG",0,0,0,0
"2009","ETH","RWA",10,10,10,10
"2009","ETH","SOM",58980,58980,58980,NA
"2009","ETH","SUD",23516,23516,23516,NA
"2009","ETH","TOG",1,1,1,1
"2009","ETH","UGA",32,32,32,32
"2009","ETH","TAN",1,1,1,1
"2009","ETH","YEM",9,9,9,9
"2009","ETH","ZIM",1,1,1,1
"2009","FIJ","COD",1,1,1,1
"2009","FIJ","SOM",1,1,1,1
"2009","FIN","AFG",656,NA,656,0
"2009","FIN","ALB",19,NA,19,0
"2009","FIN","ALG",23,NA,23,0
"2009","FIN","ANG",192,NA,192,0
"2009","FIN","ARM",13,NA,13,0
"2009","FIN","AZE",52,NA,52,0
"2009","FIN","BGD",44,NA,44,0
"2009","FIN","BLR",41,NA,41,0
"2009","FIN","BOL",13,NA,13,0
"2009","FIN","BSN",105,NA,105,0
"2009","FIN","BUL",4,NA,4,0
"2009","FIN","BDI",2,NA,2,0
"2009","FIN","CAM",7,NA,7,0
"2009","FIN","CMR",47,NA,47,0
"2009","FIN","CHD",1,NA,1,0
"2009","FIN","CHI",49,NA,49,0
"2009","FIN","COL",13,NA,13,0
"2009","FIN","COB",24,NA,24,0
"2009","FIN","ICO",7,NA,7,0
"2009","FIN","HRV",10,NA,10,0
"2009","FIN","CUB",10,NA,10,0
"2009","FIN","CZE",2,NA,2,0
"2009","FIN","COD",155,NA,155,0
"2009","FIN","ECU",3,NA,3,0
"2009","FIN","ARE",1,NA,1,0
"2009","FIN","ERT",5,NA,5,0
"2009","FIN","EST",0,NA,0,0
"2009","FIN","ETH",55,NA,55,0
"2009","FIN","GAM",11,NA,11,0
"2009","FIN","GEO",1,NA,1,0
"2009","FIN","GHA",21,NA,21,0
"2009","FIN","GUI",11,NA,11,0
"2009","FIN","GNB",1,NA,1,0
"2009","FIN","HON",3,NA,3,0
"2009","FIN","HUN",5,NA,5,0
"2009","FIN","IND",13,NA,13,0
"2009","FIN","INS",1,NA,1,0
"2009","FIN","IRQ",1627,NA,1627,0
"2009","FIN","IRN",278,NA,278,0
"2009","FIN","ISR",5,NA,5,0
"2009","FIN","JOR",7,NA,7,0
"2009","FIN","KAZ",19,NA,19,0
"2009","FIN","KGZ",9,NA,9,0
"2009","FIN","LVA",9,NA,9,0
"2009","FIN","LEB",11,NA,11,0
"2009","FIN","LBR",3,NA,3,0
"2009","FIN","LBY",25,NA,25,0
"2009","FIN","MLW",4,NA,4,0
"2009","FIN","MAU",4,NA,4,0
"2009","FIN","MNG",1,NA,1,0
"2009","FIN","MOR",10,NA,10,0
"2009","FIN","MOZ",1,NA,1,0
"2009","FIN","MYA",14,NA,14,0
"2009","FIN","NAM",0,NA,0,0
"2009","FIN","NEP",8,NA,8,0
"2009","FIN","NGR",1,NA,1,0
"2009","FIN","NIG",55,NA,55,0
"2009","FIN","PAK",23,NA,23,0
"2009","FIN","PER",4,NA,4,0
"2009","FIN","MDA",3,NA,3,0
"2009","FIN","ROM",1,NA,1,0
"2009","FIN","RUS",412,NA,412,0
"2009","FIN","RWA",30,NA,30,0
"2009","FIN","SEN",3,NA,3,0
"2009","FIN","SRB",800,NA,800,0
"2009","FIN","SLE",22,NA,22,0
"2009","FIN","SVK",15,NA,15,0
"2009","FIN","SOM",1694,NA,1694,0
"2009","FIN","LKA",99,NA,99,0
"2009","FIN","STA",80,NA,80,0
"2009","FIN","SUD",3,NA,3,0
"2009","FIN","SYR",52,NA,52,0
"2009","FIN","TJK",16,NA,16,0
"2009","FIN","MCD",9,NA,9,0
"2009","FIN","TOG",5,NA,5,0
"2009","FIN","TUR",339,NA,339,0
"2009","FIN","TKM",5,NA,5,0
"2009","FIN","UGA",3,NA,3,0
"2009","FIN","UKR",18,NA,18,0
"2009","FIN","TAN",4,NA,4,0
"2009","FIN","UZB",26,NA,26,0
"2009","FIN","VAR",65,NA,65,0
"2009","FIN","VEN",1,NA,1,0
"2009","FIN","SRV",2,NA,2,0
"2009","FIN","YEM",0,NA,0,0
"2009","FIN","ZIM",2,NA,2,0
"2009","FRA","AFG",1567,NA,1567,0
"2009","FRA","ALB",1498,NA,1498,0
"2009","FRA","ALG",1241,NA,1241,0
"2009","FRA","ANG",3009,NA,3009,0
"2009","FRA","ARG",6,NA,6,0
"2009","FRA","ARM",2803,NA,2803,0
"2009","FRA","AZE",2094,NA,2094,0
"2009","FRA","BGD",2001,NA,2001,0
"2009","FRA","BLR",432,NA,432,0
"2009","FRA","BEN",15,NA,15,0
"2009","FRA","BHU",41,NA,41,0
"2009","FRA","BOL",41,NA,41,0
"2009","FRA","BSN",4041,NA,4041,0
"2009","FRA","BRA",9,NA,9,0
"2009","FRA","BUL",84,NA,84,0
"2009","FRA","BKF",58,NA,58,0
"2009","FRA","BDI",307,NA,307,0
"2009","FRA","CAM",13122,NA,13122,0
"2009","FRA","CMR",617,NA,617,0
"2009","FRA","CAR",565,NA,565,0
"2009","FRA","CHD",980,NA,980,0
"2009","FRA","CHL",77,NA,77,0
"2009","FRA","CHI",858,NA,858,0
"2009","FRA","COL",424,NA,424,0
"2009","FRA","COI",231,NA,231,0
"2009","FRA","COB",3030,NA,3030,0
"2009","FRA","ICO",1787,NA,1787,0
"2009","FRA","HRV",75,NA,75,0
"2009","FRA","CUB",121,NA,121,0
"2009","FRA","CZE",26,NA,26,0
"2009","FRA","COD",10841,NA,10841,0
"2009","FRA","DJB",84,NA,84,0
"2009","FRA","ECU",35,NA,35,0
"2009","FRA","ARE",129,NA,129,0
"2009","FRA","SAL",17,NA,17,0
"2009","FRA","EGU",31,NA,31,0
"2009","FRA","ERT",369,NA,369,0
"2009","FRA","EST",10,NA,10,0
"2009","FRA","ETH",458,NA,458,0
"2009","FRA","GAB",20,NA,20,0
"2009","FRA","GAM",79,NA,79,0
"2009","FRA","GEO",2105,NA,2105,0
"2009","FRA","GFR",10,NA,10,0
"2009","FRA","GHA",573,NA,573,0
"2009","FRA","GUA",19,NA,19,0
"2009","FRA","GUI",2649,NA,2649,0
"2009","FRA","GNB",873,NA,873,0
"2009","FRA","HAI",3312,NA,3312,0
"2009","FRA","HON",0,NA,0,0
"2009","FRA","HUN",62,NA,62,0
"2009","FRA","IND",212,NA,212,0
"2009","FRA","INS",6,NA,6,0
"2009","FRA","IRQ",2147,NA,2147,0
"2009","FRA","IRN",1735,NA,1735,0
"2009","FRA","JOR",5,NA,5,0
"2009","FRA","KAZ",359,NA,359,0
"2009","FRA","KEN",18,NA,18,0
"2009","FRA","KGZ",159,NA,159,0
"2009","FRA","LAO",7473,NA,7473,0
"2009","FRA","LVA",45,NA,45,0
"2009","FRA","LEB",98,NA,98,0
"2009","FRA","LBR",221,NA,221,0
"2009","FRA","LBY",14,NA,14,0
"2009","FRA","LTU",12,NA,12,0
"2009","FRA","MAD",216,NA,216,0
"2009","FRA","MLI",2034,NA,2034,0
"2009","FRA","MAU",4393,NA,4393,0
"2009","FRA","MTS",0,NA,0,0
"2009","FRA","MEX",5,NA,5,0
"2009","FRA","MNG",254,NA,254,0
"2009","FRA","MNE",21,NA,21,0
"2009","FRA","MOR",113,NA,113,0
"2009","FRA","MOZ",11,NA,11,0
"2009","FRA","MYA",163,NA,163,0
"2009","FRA","NEP",50,NA,50,0
"2009","FRA","NGR",39,NA,39,0
"2009","FRA","NIG",658,NA,658,0
"2009","FRA","PAK",378,NA,378,0
"2009","FRA","GAZ",152,NA,152,0
"2009","FRA","PER",268,NA,268,0
"2009","FRA","POL",179,NA,179,0
"2009","FRA","MDA",387,NA,387,0
"2009","FRA","ROM",183,NA,183,0
"2009","FRA","RUS",8942,NA,8942,0
"2009","FRA","RWA",2360,NA,2360,0
"2009","FRA","SEN",310,NA,310,0
"2009","FRA","SRB",9437,NA,9437,0
"2009","FRA","SLE",379,NA,379,0
"2009","FRA","SVK",122,NA,122,0
"2009","FRA","SOM",835,NA,835,0
"2009","FRA","RSA",19,NA,19,0
"2009","FRA","LKA",20464,NA,20464,0
"2009","FRA","SUD",1368,NA,1368,0
"2009","FRA","SYR",244,NA,244,0
"2009","FRA","TJK",29,NA,29,0
"2009","FRA","MCD",235,NA,235,0
"2009","FRA","TOG",633,NA,633,0
"2009","FRA","TUN",279,NA,279,0
"2009","FRA","TUR",10895,NA,10895,0
"2009","FRA","TKM",10,NA,10,0
"2009","FRA","UGA",44,NA,44,0
"2009","FRA","UKR",702,NA,702,0
"2009","FRA","UZB",198,NA,198,0
"2009","FRA","VAR",45194,NA,45194,0
"2009","FRA","VEN",9,NA,9,0
"2009","FRA","SRV",8771,NA,8771,0
"2009","FRA","WSH",11,NA,11,0
"2009","FRA","YEM",6,NA,6,0
"2009","FRA","ZIM",24,NA,24,0
"2009","GAB","ANG",72,72,72,72
"2009","GAB","BDI",35,35,35,35
"2009","GAB","CMR",1,1,1,1
"2009","GAB","CAR",3,3,3,3
"2009","GAB","CHD",954,954,954,954
"2009","GAB","COB",7523,7523,7523,NA
"2009","GAB","ICO",4,4,4,4
"2009","GAB","COD",79,79,79,79
"2009","GAB","EGU",14,14,14,14
"2009","GAB","ETH",1,1,1,1
"2009","GAB","GHA",1,1,1,1
"2009","GAB","GUI",0,0,0,0
"2009","GAB","LBR",7,7,7,7
"2009","GAB","MAU",15,15,15,15
"2009","GAB","NGR",1,1,1,1
"2009","GAB","RWA",62,62,62,62
"2009","GAB","STP",32,32,32,32
"2009","GAB","SLE",12,12,12,12
"2009","GAB","SOM",5,5,5,5
"2009","GAB","SUD",6,6,6,6
"2009","GAB","TOG",12,12,12,12
"2009","GAB","TAN",2,2,2,2
"2009","GAB","SRV",4,4,4,4
"2009","GAM","ICO",44,44,44,44
"2009","GAM","COD",7,7,7,7
"2009","GAM","GNB",1,1,1,1
"2009","GAM","LBR",728,451,728,451
"2009","GAM","NEP",2,2,2,2
"2009","GAM","RWA",1,1,1,1
"2009","GAM","SEN",7546,6946,7546,NA
"2009","GAM","SLE",1788,1490,1788,NA
"2009","GAM","SOM",0,0,0,0
"2009","GAM","SUD",1,NA,1,0
"2009","GEO","AFG",0,0,0,0
"2009","GEO","AZE",3,3,3,3
"2009","GEO","IRQ",5,5,5,5
"2009","GEO","IRN",1,1,1,1
"2009","GEO","RUS",857,857,857,857
"2009","GEO","TJK",3,3,3,3
"2009","GEO","TUR",1,1,1,1
"2009","GFR","AFG",30320,NA,30320,0
"2009","GFR","ALB",2310,NA,2310,0
"2009","GFR","ALG",2317,NA,2317,0
"2009","GFR","ANG",3433,NA,3433,0
"2009","GFR","ANT",1,NA,1,0
"2009","GFR","ARG",31,NA,31,0
"2009","GFR","ARM",3691,NA,3691,0
"2009","GFR","AUL",23,NA,23,0
"2009","GFR","AUS",3,NA,3,0
"2009","GFR","AZE",6063,NA,6063,0
