"Year","Country.or.territory.of.asylum.or.residence","Country.or.territory.of.origin","Refugees","Refugees.assisted.by.UNHCR","Total.refugees.and.people.in.refugee.like.situations","Total.refugees.and.people.in.refugee.like.situations.assisted.by.UNHCR"
"2009","GFR","BHS",0,NA,0,0
"2009","GFR","BAH",18,NA,18,0
"2009","GFR","BGD",942,NA,942,0
"2009","GFR","BAR",0,NA,0,0
"2009","GFR","BLR",1694,NA,1694,0
"2009","GFR","BEL",2,NA,2,0
"2009","GFR","BZE",1,NA,1,0
"2009","GFR","BEN",167,NA,167,0
"2009","GFR","BHU",98,NA,98,0
"2009","GFR","BOL",25,NA,25,0
"2009","GFR","BSN",24947,NA,24947,0
"2009","GFR","BOT",1,NA,1,0
"2009","GFR","BRA",163,NA,163,0
"2009","GFR","BUL",191,NA,191,0
"2009","GFR","BKF",189,NA,189,0
"2009","GFR","BDI",145,NA,145,0
"2009","GFR","CAM",156,NA,156,0
"2009","GFR","CMR",1180,NA,1180,0
"2009","GFR","CAN",52,NA,52,0
"2009","GFR","CVI",3,NA,3,0
"2009","GFR","CAR",15,NA,15,0
"2009","GFR","CHD",39,NA,39,0
"2009","GFR","CHL",430,NA,430,0
"2009","GFR","CHI",3654,NA,3654,0
"2009","GFR","COL",229,NA,229,0
"2009","GFR","COI",3,NA,3,0
"2009","GFR","COB",684,NA,684,0
"2009","GFR","COS",8,NA,8,0
"2009","GFR","ICO",494,NA,494,0
"2009","GFR","HRV",4100,NA,4100,0
"2009","GFR","CUB",381,NA,381,0
"2009","GFR","CYP",1,NA,1,0
"2009","GFR","CZE",160,NA,160,0
"2009","GFR","KRN",156,NA,156,0
"2009","GFR","COD",6093,NA,6093,0
"2009","GFR","DEN",0,NA,0,0
"2009","GFR","DJB",6,NA,6,0
"2009","GFR","DMA",2,NA,2,0
"2009","GFR","DOM",46,NA,46,0
"2009","GFR","ECU",127,NA,127,0
"2009","GFR","ARE",832,NA,832,0
"2009","GFR","SAL",12,NA,12,0
"2009","GFR","EGU",23,NA,23,0
"2009","GFR","ERT",4293,NA,4293,0
"2009","GFR","EST",79,NA,79,0
"2009","GFR","ETH",4631,NA,4631,0
"2009","GFR","FIJ",0,NA,0,0
"2009","GFR","FIN",0,NA,0,0
"2009","GFR","FRA",2,NA,2,0
"2009","GFR","GAB",10,NA,10,0
"2009","GFR","GAM",469,NA,469,0
"2009","GFR","GEO",1943,NA,1943,0
"2009","GFR","GHA",4270,NA,4270,0
"2009","GFR","GRE",6,NA,6,0
"2009","GFR","GRN",0,NA,0,0
"2009","GFR","GUA",6,NA,6,0
"2009","GFR","GUI",572,NA,572,0
"2009","GFR","GNB",38,NA,38,0
"2009","GFR","GUY",2,NA,2,0
"2009","GFR","HAI",40,NA,40,0
"2009","GFR","HON",10,NA,10,0
"2009","GFR","HUN",133,NA,133,0
"2009","GFR","ICE",1,NA,1,0
"2009","GFR","IND",2879,NA,2879,0
"2009","GFR","INS",108,NA,108,0
"2009","GFR","IRQ",49033,NA,49033,0
"2009","GFR","IRE",0,NA,0,0
"2009","GFR","IRN",20226,NA,20226,0
"2009","GFR","ISR",350,NA,350,0
"2009","GFR","ITA",10,NA,10,0
"2009","GFR","JAM",16,NA,16,0
"2009","GFR","JPN",121,NA,121,0
"2009","GFR","JOR",788,NA,788,0
"2009","GFR","KAZ",1665,NA,1665,0
"2009","GFR","KEN",253,NA,253,0
"2009","GFR","KIR",0,NA,0,0
"2009","GFR","KUW",151,NA,151,0
"2009","GFR","KGZ",1358,NA,1358,0
"2009","GFR","LAO",173,NA,173,0
"2009","GFR","LVA",468,NA,468,0
"2009","GFR","LEB",12950,NA,12950,0
"2009","GFR","LES",2,NA,2,0
"2009","GFR","LBR",357,NA,357,0
"2009","GFR","LBY",571,NA,571,0
"2009","GFR","LTU",208,NA,208,0
"2009","GFR","LUX",0,NA,0,0
"2009","GFR","MAD",15,NA,15,0
"2009","GFR","MLW",2,NA,2,0
"2009","GFR","MLS",27,NA,27,0
"2009","GFR","MDV",0,NA,0,0
"2009","GFR","MLI",72,NA,72,0
"2009","GFR","MTA",2,NA,2,0
"2009","GFR","MAU",47,NA,47,0
"2009","GFR","MTS",1,NA,1,0
"2009","GFR","MEX",32,NA,32,0
"2009","GFR","MCO",1,NA,1,0
"2009","GFR","MNG",178,NA,178,0
"2009","GFR","MNE",2425,NA,2425,0
"2009","GFR","MOR",1530,NA,1530,0
"2009","GFR","MOZ",92,NA,92,0
"2009","GFR","MYA",756,NA,756,0
"2009","GFR","NAM",7,NA,7,0
"2009","GFR","NEP",350,NA,350,0
"2009","GFR","NET",7,NA,7,0
"2009","GFR","NZL",9,NA,9,0
"2009","GFR","NIC",7,NA,7,0
"2009","GFR","NGR",192,NA,192,0
"2009","GFR","NIG",2640,NA,2640,0
"2009","GFR","OMN",42,NA,42,0
"2009","GFR","PAK",7383,NA,7383,0
"2009","GFR","PLW",0,NA,0,0
"2009","GFR","PAN",3,NA,3,0
"2009","GFR","PNG",0,NA,0,0
"2009","GFR","PAR",7,NA,7,0
"2009","GFR","PER",221,NA,221,0
"2009","GFR","PHI",216,NA,216,0
"2009","GFR","POL",743,NA,743,0
"2009","GFR","POR",4,NA,4,0
"2009","GFR","QAT",55,NA,55,0
"2009","GFR","KOR",226,NA,226,0
"2009","GFR","MDA",4041,NA,4041,0
"2009","GFR","ROM",674,NA,674,0
"2009","GFR","RUS",37642,NA,37642,0
"2009","GFR","RWA",224,NA,224,0
"2009","GFR","LCA",0,NA,0,0
"2009","GFR","VCT",1,NA,1,0
"2009","GFR","WES",0,NA,0,0
"2009","GFR","STP",0,NA,0,0
"2009","GFR","SAU",364,NA,364,0
"2009","GFR","SEN",152,NA,152,0
"2009","GFR","SRB",123700,NA,123700,0
"2009","GFR","SEY",1,NA,1,0
"2009","GFR","SLE",686,NA,686,0
"2009","GFR","SIN",9,NA,9,0
"2009","GFR","SVK",32,NA,32,0
"2009","GFR","SVN",15,NA,15,0
"2009","GFR","SOM",2407,NA,2407,0
"2009","GFR","RSA",51,NA,51,0
"2009","GFR","SPA",3,NA,3,0
"2009","GFR","LKA",12248,NA,12248,0
"2009","GFR","STA",5097,NA,5097,0
"2009","GFR","SUD",546,NA,546,0
"2009","GFR","SUR",1,NA,1,0
"2009","GFR","SWA",0,NA,0,0
"2009","GFR","SWE",1,NA,1,0
"2009","GFR","SWI",4,NA,4,0
"2009","GFR","SYR",10217,NA,10217,0
"2009","GFR","TJK",129,NA,129,0
"2009","GFR","MCD",6081,NA,6081,0
"2009","GFR","THA",235,NA,235,0
"2009","GFR","TOG",4592,NA,4592,0
"2009","GFR","TON",0,NA,0,0
"2009","GFR","TRT",1,NA,1,0
"2009","GFR","TUN",772,NA,772,0
"2009","GFR","TUR",101068,NA,101068,0
"2009","GFR","TKM",210,NA,210,0
"2009","GFR","TUV",0,NA,0,0
"2009","GFR","UGA",260,NA,260,0
"2009","GFR","UKR",18412,NA,18412,0
"2009","GFR","UAE",357,NA,357,0
"2009","GFR","GBR",3,NA,3,0
"2009","GFR","TAN",30,NA,30,0
"2009","GFR","USA",298,NA,298,0
"2009","GFR","URU",10,NA,10,0
"2009","GFR","UZB",1933,NA,1933,0
"2009","GFR","VAR",14447,NA,14447,0
"2009","GFR","VEN",35,NA,35,0
"2009","GFR","SRV",25215,NA,25215,0
"2009","GFR","YEM",396,NA,396,0
"2009","GFR","ZAM",12,NA,12,0
"2009","GFR","ZIM",42,NA,42,0
"2009","GHA","BDI",1,1,1,1
"2009","GHA","CMR",2,2,2,2
"2009","GHA","CHD",3,3,3,3
"2009","GHA","COB",11,11,11,11
"2009","GHA","ICO",50,50,50,50
"2009","GHA","COD",24,24,24,24
"2009","GHA","ERT",1,1,1,1
"2009","GHA","ETH",3,3,3,3
"2009","GHA","LBR",11476,11476,11476,NA
"2009","GHA","NIG",2,2,2,2
"2009","GHA","RWA",18,18,18,18
"2009","GHA","SLE",132,132,132,132
"2009","GHA","SOM",17,17,17,17
"2009","GHA","LKA",1,1,1,1
"2009","GHA","SUD",261,261,261,261
"2009","GHA","TOG",1656,1656,1656,NA
"2009","GRE","AFG",148,0,148,0
"2009","GRE","ALB",2,0,2,0
"2009","GRE","ALG",7,0,7,0
"2009","GRE","ANG",1,0,1,0
"2009","GRE","ARM",3,0,3,0
"2009","GRE","AUL",0,0,0,0
"2009","GRE","AZE",13,0,13,0
"2009","GRE","BGD",18,0,18,0
"2009","GRE","BDI",9,0,9,0
"2009","GRE","CMR",4,0,4,0
"2009","GRE","CAR",9,0,9,0
"2009","GRE","CHD",0,0,0,0
"2009","GRE","CHI",5,0,5,0
"2009","GRE","COB",0,0,0,0
"2009","GRE","ICO",7,0,7,0
"2009","GRE","COD",35,0,35,0
"2009","GRE","ARE",3,0,3,0
"2009","GRE","ERT",5,0,5,0
"2009","GRE","ETH",15,0,15,0
"2009","GRE","GHA",3,0,3,0
"2009","GRE","GUI",0,0,0,0
"2009","GRE","GNB",1,0,1,0
"2009","GRE","IND",6,0,6,0
"2009","GRE","IRQ",713,0,713,0
"2009","GRE","IRN",182,0,182,0
"2009","GRE","JOR",2,0,2,0
"2009","GRE","KEN",0,0,0,0
"2009","GRE","LEB",2,0,2,0
"2009","GRE","LBR",3,0,3,0
"2009","GRE","LBY",7,0,7,0
"2009","GRE","MOR",3,0,3,0
"2009","GRE","MYA",8,0,8,0
"2009","GRE","NIG",35,0,35,0
"2009","GRE","PAK",14,0,14,0
"2009","GRE","GAZ",9,0,9,0
"2009","GRE","RUS",18,0,18,0
"2009","GRE","RWA",9,0,9,0
"2009","GRE","SRB",11,0,11,0
"2009","GRE","SLE",23,0,23,0
"2009","GRE","SOM",23,0,23,0
"2009","GRE","LKA",22,0,22,0
"2009","GRE","SUD",39,0,39,0
"2009","GRE","SYR",19,0,19,0
"2009","GRE","TUN",1,0,1,0
"2009","GRE","TUR",141,0,141,0
"2009","GRE","UKR",3,0,3,0
"2009","GRE","UZB",11,0,11,0
"2009","GRE","VAR",99,0,99,0
"2009","GRE","SRV",3,0,3,0
"2009","GRE","ZIM",1,0,1,0
"2009","GUA","CHI",1,0,1,0
"2009","GUA","COL",1,0,1,0
"2009","GUA","CUB",1,0,1,0
"2009","GUA","SAL",23,0,23,0
"2009","GUA","HON",1,0,1,0
"2009","GUA","NIC",104,0,104,0
"2009","GUI","ANG",1,1,1,1
"2009","GUI","BDI",7,7,7,7
"2009","GUI","CMR",1,1,1,1
"2009","GUI","CAR",1,1,1,1
"2009","GUI","CHD",1,1,1,1
"2009","GUI","COB",12,12,12,12
"2009","GUI","ICO",3968,3968,3968,NA
"2009","GUI","COD",19,19,19,19
"2009","GUI","GAM",1,1,1,1
"2009","GUI","LBR",11120,11120,11120,NA
"2009","GUI","NIG",3,3,3,3
"2009","GUI","GAZ",2,2,2,2
"2009","GUI","RWA",13,13,13,13
"2009","GUI","SLE",168,168,168,168
"2009","GUI","SOM",2,2,2,2
"2009","GUI","TOG",3,3,3,3
"2009","GUI","UGA",3,3,3,3
"2009","GNB","BDI",5,5,5,5
"2009","GNB","CAR",1,1,1,1
"2009","GNB","COB",9,9,9,9
"2009","GNB","ICO",54,54,54,54
"2009","GNB","COD",3,3,3,3
"2009","GNB","GHA",1,1,1,1
"2009","GNB","GUI",2,2,2,2
"2009","GNB","LBR",115,115,115,115
"2009","GNB","NIG",3,3,3,3
"2009","GNB","SEN",7492,7492,7492,NA
"2009","GNB","SLE",212,212,212,212
"2009","GNB","TOG",1,1,1,1
"2009","HAI","ETH",1,1,1,1
"2009","HAI","IRQ",2,2,2,2
"2009","HON","COL",6,0,6,0
"2009","HON","CUB",2,0,2,0
"2009","HON","HAI",7,0,7,0
"2009","HON","IRN",4,0,4,0
"2009","HKG","AFG",1,1,1,1
"2009","HKG","BDI",1,1,1,1
"2009","HKG","COB",0,0,0,0
"2009","HKG","ICO",2,2,2,2
"2009","HKG","COD",3,3,3,3
"2009","HKG","ERT",3,3,3,3
"2009","HKG","ETH",1,1,1,1
"2009","HKG","GNB",0,0,0,0
"2009","HKG","IRN",4,4,4,4
"2009","HKG","LBR",2,2,2,2
"2009","HKG","NEP",7,7,7,7
"2009","HKG","PAK",18,18,18,18
"2009","HKG","GAZ",1,1,1,1
"2009","HKG","RUS",2,2,2,2
"2009","HKG","SOM",12,12,12,12
"2009","HKG","LKA",19,19,19,19
"2009","HKG","TKM",1,1,1,1
"2009","HKG","UGA",2,2,2,2
"2009","HKG","SRV",7,7,7,7
"2009","HKG","ZIM",0,0,0,0
"2009","HUN","AFG",1907,1907,1907,NA
"2009","HUN","ALB",4,4,4,4
"2009","HUN","ALG",45,45,45,45
"2009","HUN","ANG",19,19,19,19
"2009","HUN","ARM",143,143,143,143
"2009","HUN","AZE",5,5,5,5
"2009","HUN","BGD",0,0,0,0
"2009","HUN","BLR",3,3,3,3
"2009","HUN","BSN",8,8,8,8
"2009","HUN","BKF",1,1,1,1
"2009","HUN","BDI",2,2,2,2
"2009","HUN","CMR",57,57,57,57
"2009","HUN","CHI",19,19,19,19
"2009","HUN","COL",1,1,1,1
"2009","HUN","COI",2,2,2,2
"2009","HUN","COB",15,15,15,15
"2009","HUN","ICO",18,18,18,18
"2009","HUN","CUB",60,60,60,60
"2009","HUN","COD",27,27,27,27
"2009","HUN","ECU",1,1,1,1
"2009","HUN","ARE",5,5,5,5
"2009","HUN","ERT",3,3,3,3
"2009","HUN","ETH",53,53,53,53
"2009","HUN","GEO",104,104,104,104
"2009","HUN","GHA",3,3,3,3
"2009","HUN","GUI",7,7,7,7
"2009","HUN","GNB",1,1,1,1
"2009","HUN","IND",1,1,1,1
"2009","HUN","IRQ",1166,1166,1166,NA
"2009","HUN","IRN",164,164,164,164
"2009","HUN","JOR",1,1,1,1
"2009","HUN","KAZ",1,1,1,1
"2009","HUN","KEN",5,5,5,5
"2009","HUN","LEB",6,6,6,6
"2009","HUN","LBR",17,17,17,17
"2009","HUN","LBY",9,9,9,9
"2009","HUN","MAD",1,1,1,1
"2009","HUN","MAU",1,1,1,1
"2009","HUN","MOR",2,2,2,2
"2009","HUN","MYA",3,3,3,3
"2009","HUN","NEP",15,15,15,15
"2009","HUN","NIG",94,94,94,94
"2009","HUN","PAK",66,66,66,66
"2009","HUN","GAZ",110,110,110,110
"2009","HUN","MDA",3,3,3,3
"2009","HUN","ROM",27,27,27,27
"2009","HUN","RUS",133,133,133,133
"2009","HUN","RWA",1,1,1,1
"2009","HUN","SAU",1,1,1,1
"2009","HUN","SEN",6,6,6,6
"2009","HUN","SRB",702,702,702,702
"2009","HUN","SLE",56,56,56,56
"2009","HUN","SOM",397,397,397,397
"2009","HUN","LKA",10,10,10,10
"2009","HUN","STA",38,38,38,38
"2009","HUN","SUD",124,124,124,124
"2009","HUN","SWA",1,1,1,1
"2009","HUN","SYR",43,43,43,43
"2009","HUN","MCD",5,5,5,5
"2009","HUN","TOG",9,9,9,9
"2009","HUN","TUN",5,5,5,5
"2009","HUN","TUR",76,76,76,76
"2009","HUN","UGA",7,7,7,7
"2009","HUN","UKR",47,47,47,47
"2009","HUN","TAN",3,3,3,3
"2009","HUN","UZB",10,10,10,10
"2009","HUN","VAR",156,156,156,156
"2009","HUN","SRV",3,3,3,3
"2009","HUN","ZIM",6,6,6,6
"2009","ICE","AFG",4,NA,4,0
"2009","ICE","ALB",12,NA,12,0
"2009","ICE","ARM",4,NA,4,0
"2009","ICE","BLR",0,NA,0,0
"2009","ICE","CHI",1,NA,1,0
"2009","ICE","COD",1,NA,1,0
"2009","ICE","ERT",4,NA,4,0
"2009","ICE","GEO",1,NA,1,0
"2009","ICE","IRQ",4,NA,4,0
"2009","ICE","IRN",6,NA,6,0
"2009","ICE","KEN",1,NA,1,0
"2009","ICE","LBY",1,NA,1,0
"2009","ICE","MAU",1,NA,1,0
"2009","ICE","MOR",1,NA,1,0
"2009","ICE","MYA",1,NA,1,0
"2009","ICE","ROM",1,NA,1,0
"2009","ICE","RUS",5,NA,5,0
"2009","ICE","SRB",3,NA,3,0
"2009","ICE","SLE",1,NA,1,0
"2009","ICE","SVK",4,NA,4,0
"2009","ICE","LKA",4,NA,4,0
"2009","ICE","SYR",1,NA,1,0
"2009","ICE","UZB",1,NA,1,0
"2009","IND","AFG",8528,8528,8528,NA
"2009","IND","BSN",1,1,1,1
"2009","IND","CHI",100003,3,100003,3
"2009","IND","ICO",1,1,1,1
"2009","IND","COD",7,7,7,7
"2009","IND","ERT",16,16,16,16
"2009","IND","ETH",7,7,7,7
"2009","IND","IRQ",130,130,130,130
"2009","IND","IRN",46,46,46,46
"2009","IND","LAO",1,1,1,1
"2009","IND","MYA",2952,2952,2952,NA
"2009","IND","GAZ",77,77,77,77
"2009","IND","SLE",0,0,0,0
"2009","IND","SOM",655,655,655,655
"2009","IND","LKA",72883,0,72883,0
"2009","IND","SUD",14,14,14,14
"2009","IND","YEM",2,2,2,2
"2009","INS","AFG",220,220,220,220
"2009","INS","CHI",0,0,0,0
"2009","INS","ICO",1,1,1,1
"2009","INS","COD",10,10,10,10
"2009","INS","ARE",2,2,2,2
"2009","INS","ETH",0,0,0,0
"2009","INS","IRQ",209,209,209,209
"2009","INS","IRN",25,25,25,25
"2009","INS","KUW",6,6,6,6
"2009","INS","MOR",0,0,0,0
"2009","INS","MYA",154,154,154,154
"2009","INS","PAK",5,5,5,5
"2009","INS","GAZ",1,1,1,1
"2009","INS","SOM",44,44,44,44
"2009","INS","LKA",121,121,121,121
"2009","IRQ","AFG",2,2,2,2
"2009","IRQ","ALG",0,0,0,0
"2009","IRQ","ARE",0,0,0,0
"2009","IRQ","ETH",2,2,2,2
"2009","IRQ","IRN",12401,12401,12401,NA
"2009","IRQ","JOR",0,0,0,0
"2009","IRQ","LEB",0,0,0,0
"2009","IRQ","GAZ",11930,11930,11930,NA
"2009","IRQ","SUD",1,1,1,1
"2009","IRQ","SYR",757,757,757,757
"2009","IRQ","TUR",10125,10125,10125,NA
"2009","IRE","AFG",149,0,149,0
"2009","IRE","ALB",175,0,175,0
"2009","IRE","ALG",167,0,167,0
"2009","IRE","ANG",361,0,361,0
"2009","IRE","ARG",1,0,1,0
"2009","IRE","ARM",43,0,43,0
"2009","IRE","AZE",31,0,31,0
"2009","IRE","BGD",23,0,23,0
"2009","IRE","BLR",61,0,61,0
"2009","IRE","BEL",13,0,13,0
"2009","IRE","BEN",3,0,3,0
"2009","IRE","BHU",12,0,12,0
"2009","IRE","BSN",13,0,13,0
"2009","IRE","BRA",4,0,4,0
"2009","IRE","BUL",44,0,44,0
"2009","IRE","BKF",2,0,2,0
"2009","IRE","BDI",42,0,42,0
"2009","IRE","CAM",14,0,14,0
"2009","IRE","CMR",167,0,167,0
"2009","IRE","CAR",9,0,9,0
"2009","IRE","CHD",12,0,12,0
"2009","IRE","CHI",95,0,95,0
"2009","IRE","COL",1,0,1,0
"2009","IRE","COB",47,0,47,0
"2009","IRE","ICO",63,0,63,0
"2009","IRE","HRV",317,0,317,0
"2009","IRE","CUB",8,0,8,0
"2009","IRE","CZE",125,0,125,0
"2009","IRE","KRN",6,0,6,0
"2009","IRE","COD",541,0,541,0
"2009","IRE","ARE",34,0,34,0
"2009","IRE","ERT",118,0,118,0
"2009","IRE","EST",12,0,12,0
"2009","IRE","ETH",65,0,65,0
"2009","IRE","GAM",7,0,7,0
"2009","IRE","GEO",169,0,169,0
"2009","IRE","GHA",56,0,56,0
"2009","IRE","GUA",2,0,2,0
"2009","IRE","GUI",63,0,63,0
"2010","AFG","ERT",0,0,0,0
"2009","IRE","GNB",3,0,3,0
"2009","IRE","HUN",4,0,4,0
"2009","IRE","IND",5,0,5,0
"2009","IRE","INS",1,0,1,0
"2009","IRE","IRQ",688,0,688,0
"2009","IRE","IRN",197,0,197,0
"2009","IRE","ISR",26,0,26,0
"2009","IRE","JAM",9,0,9,0
"2009","IRE","JPN",2,0,2,0
"2009","IRE","JOR",4,0,4,0
"2009","IRE","KAZ",74,0,74,0
"2009","IRE","KEN",110,0,110,0
"2009","IRE","KUW",59,0,59,0
"2009","IRE","KGZ",18,0,18,0
"2009","IRE","LVA",23,0,23,0
"2009","IRE","LEB",19,0,19,0
"2009","IRE","LES",2,0,2,0
"2009","IRE","LBR",42,0,42,0
"2009","IRE","LBY",79,0,79,0
"2009","IRE","LTU",22,0,22,0
"2009","IRE","MLW",4,0,4,0
"2009","IRE","MLS",1,0,1,0
"2009","IRE","MAU",6,0,6,0
"2009","IRE","MTS",1,0,1,0
"2009","IRE","MNG",2,0,2,0
"2009","IRE","MOR",9,0,9,0
"2009","IRE","MOZ",7,0,7,0
"2009","IRE","MYA",8,0,8,0
"2009","IRE","NEP",4,0,4,0
"2009","IRE","NIC",1,0,1,0
"2009","IRE","NGR",8,0,8,0
"2009","IRE","NIG",766,0,766,0
"2009","IRE","PAK",221,0,221,0
"2009","IRE","GAZ",116,0,116,0
"2009","IRE","PHI",3,0,3,0
"2009","IRE","POL",52,0,52,0
"2009","IRE","MDA",227,0,227,0
"2009","IRE","ROM",369,0,369,0
"2009","IRE","RUS",271,0,271,0
"2009","IRE","RWA",82,0,82,0
"2009","IRE","SAU",1,0,1,0
"2009","IRE","SEN",0,0,0,0
"2009","IRE","SRB",324,0,324,0
"2009","IRE","SLE",89,0,89,0
"2009","IRE","SVK",28,0,28,0
"2009","IRE","SOM",590,0,590,0
"2009","IRE","RSA",49,0,49,0
"2009","IRE","LKA",31,0,31,0
"2009","IRE","STA",19,0,19,0
"2009","IRE","SUD",445,0,445,0
"2009","IRE","SWA",1,0,1,0
"2009","IRE","SWI",5,0,5,0
"2009","IRE","SYR",34,0,34,0
"2009","IRE","TJK",9,0,9,0
"2009","IRE","MCD",15,0,15,0
"2009","IRE","THA",2,0,2,0
"2009","IRE","TOG",96,0,96,0
"2009","IRE","TUN",1,0,1,0
"2009","IRE","TUR",23,0,23,0
"2009","IRE","TKM",1,0,1,0
"2009","IRE","UGA",81,0,81,0
"2009","IRE","UKR",193,0,193,0
"2009","IRE","GBR",8,0,8,0
"2009","IRE","TAN",9,0,9,0
"2009","IRE","UZB",39,0,39,0
"2009","IRE","VAR",435,0,435,0
"2009","IRE","VEN",2,0,2,0
"2009","IRE","SRV",4,0,4,0
"2009","IRE","YEM",3,0,3,0
"2009","IRE","ZAM",5,0,5,0
"2009","IRE","ZIM",409,0,409,0
"2009","IRN","AFG",1022494,1022494,1022494,NA
"2009","IRN","ETH",1,1,1,1
"2009","IRN","IRQ",47924,47924,47924,NA
"2009","IRN","KUW",11,11,11,11
"2009","IRN","KGZ",2,2,2,2
"2009","IRN","PAK",13,13,13,13
"2009","IRN","TJK",2,2,2,2
"2009","IRN","UZB",41,41,41,41
"2009","ISR","ARM",1,1,1,1
"2009","ISR","BDI",0,0,0,0
"2009","ISR","CHD",1,1,1,1
"2009","ISR","ICO",202,202,202,202
"2009","ISR","KRN",2,2,2,2
"2009","ISR","COD",83,83,83,83
"2009","ISR","ERT",0,0,11852,NA
"2009","ISR","ETH",86,86,86,86
"2009","ISR","LBR",2,2,2,2
"2009","ISR","NEP",1,1,1,1
"2009","ISR","SLE",2,2,2,2
"2009","ISR","RSA",1,1,1,1
"2009","ISR","SUD",0,0,5502,NA
"2009","ISR","SYR",0,0,0,0
"2009","ISR","TUR",1,1,1,1
"2009","ITA","AFG",3039,NA,3039,0
"2009","ITA","ALB",205,NA,205,0
"2009","ITA","ALG",60,NA,60,0
"2009","ITA","ANG",126,NA,126,0
"2009","ITA","ARM",73,NA,73,0
"2009","ITA","AZE",41,NA,41,0
"2009","ITA","BGD",634,NA,634,0
"2009","ITA","BLR",16,NA,16,0
"2009","ITA","BEN",41,NA,41,0
"2009","ITA","BHU",1,NA,1,0
"2009","ITA","BOL",5,NA,5,0
"2009","ITA","BSN",95,NA,95,0
"2009","ITA","BRA",10,NA,10,0
"2009","ITA","BKF",284,NA,284,0
"2009","ITA","BDI",16,NA,16,0
"2009","ITA","CAM",0,NA,0,0
"2009","ITA","CMR",509,NA,509,0
"2009","ITA","CVI",17,NA,17,0
"2009","ITA","CAR",13,NA,13,0
"2009","ITA","CHD",60,NA,60,0
"2009","ITA","CHL",3,NA,3,0
"2009","ITA","CHI",62,NA,62,0
"2009","ITA","COL",411,NA,411,0
"2009","ITA","COB",684,NA,684,0
"2009","ITA","ICO",2900,NA,2900,0
"2009","ITA","HRV",16,NA,16,0
"2009","ITA","CUB",84,NA,84,0
"2009","ITA","COD",482,NA,482,0
"2009","ITA","DJB",1,NA,1,0
"2009","ITA","ECU",6,NA,6,0
"2009","ITA","ARE",21,NA,21,0
"2009","ITA","SAL",23,NA,23,0
"2009","ITA","EGU",1,NA,1,0
"2009","ITA","ERT",10377,NA,10377,0
"2009","ITA","ETH",2207,NA,2207,0
"2009","ITA","GAB",2,NA,2,0
"2009","ITA","GAM",207,NA,207,0
"2009","ITA","GEO",89,NA,89,0
"2009","ITA","GHA",602,NA,602,0
"2009","ITA","GUA",3,NA,3,0
"2009","ITA","GUI",473,NA,473,0
"2009","ITA","GNB",12,NA,12,0
"2009","ITA","HON",2,NA,2,0
"2009","ITA","IND",83,NA,83,0
"2009","ITA","IRQ",1843,NA,1843,0
"2009","ITA","IRN",694,NA,694,0
"2009","ITA","JOR",5,NA,5,0
"2009","ITA","KAZ",5,NA,5,0
"2009","ITA","KEN",54,NA,54,0
"2009","ITA","KUW",3,NA,3,0
"2009","ITA","KGZ",3,NA,3,0
"2009","ITA","LEB",194,NA,194,0
"2009","ITA","LBR",1359,NA,1359,0
"2009","ITA","LBY",8,NA,8,0
"2009","ITA","LTU",1,NA,1,0
"2009","ITA","MAD",4,NA,4,0
"2009","ITA","MLW",1,NA,1,0
"2009","ITA","MLI",110,NA,110,0
"2009","ITA","MAU",75,NA,75,0
"2009","ITA","MNG",5,NA,5,0
"2009","ITA","MNE",13,NA,13,0
"2009","ITA","MOR",76,NA,76,0
"2009","ITA","MYA",10,NA,10,0
"2009","ITA","NEP",20,NA,20,0
"2009","ITA","NGR",65,NA,65,0
"2009","ITA","NIG",2154,NA,2154,0
"2009","ITA","PAK",920,NA,920,0
"2009","ITA","GAZ",266,NA,266,0
"2009","ITA","PNG",0,NA,0,0
"2009","ITA","PER",15,NA,15,0
"2009","ITA","POL",1,NA,1,0
"2009","ITA","MDA",110,NA,110,0
"2009","ITA","ROM",73,NA,73,0
"2009","ITA","RUS",309,NA,309,0
"2009","ITA","RWA",47,NA,47,0
"2009","ITA","SAU",3,NA,3,0
"2009","ITA","SEN",109,NA,109,0
"2009","ITA","SRB",3530,NA,3530,0
"2009","ITA","SLE",374,NA,374,0
"2009","ITA","SOM",7747,NA,7747,0
"2009","ITA","RSA",1,NA,1,0
"2009","ITA","LKA",974,NA,974,0
"2009","ITA","STA",8,NA,8,0
"2009","ITA","SUD",2159,NA,2159,0
"2009","ITA","SYR",190,NA,190,0
"2009","ITA","TJK",1,NA,1,0
"2009","ITA","MCD",209,NA,209,0
"2009","ITA","TOG",1483,NA,1483,0
"2009","ITA","TUN",81,NA,81,0
"2009","ITA","TUR",2016,NA,2016,0
"2009","ITA","UGA",22,NA,22,0
"2009","ITA","UKR",76,NA,76,0
"2009","ITA","TAN",2,NA,2,0
"2009","ITA","URU",3,NA,3,0
"2009","ITA","UZB",5,NA,5,0
"2009","ITA","VAR",3496,NA,3496,0
"2009","ITA","SRV",15,NA,15,0
"2009","ITA","YEM",2,NA,2,0
"2009","ITA","ZIM",20,NA,20,0
"2009","JAM","HAI",19,19,19,19
"2009","JAM","MYA",4,4,4,4
"2009","JAM","RWA",1,1,1,1
"2009","JAM","SLE",1,1,1,1
"2009","JAM","UGA",1,1,1,1
"2009","JPN","AFG",57,40,57,40
"2009","JPN","BGD",4,4,4,4
"2009","JPN","BDI",4,2,4,2
